Frame_ID,Timestamp,Mano_ID,DX_SX,Hand_direction_X,Hand_direction_Y,Hand_direction_Z,Palm_position_X,Palm_position_Y,Palm_position_Z,Palm_normal_X,Palm_normal_Y,Palm_normal_Z,Tip_positon_Thumb X,Tip_positon_Thumb_Y,Tip_positon_Thumb_Z,Tip_positon_Index_X,Tip_positon_Index_Y,Tip_positon_Index_Z,Tip_positon_Middle_X,Tip_positon_Middle_Y,Tip_positon_Middle_Z,Tip_positon_Ring_X,Tip_positon_Ring_Y,Tip_positon_Ring_Z,Tip_positon_Pinky_X,Tip_positon_Pinky_Y,Tip_positon_Pinky_Z
26188,789413489263,357,1,-0.6458816528320312,-0.24730513989925385,-0.7222721576690674,4.935203552246094,186.46571350097656,-14.311676979064941,0.36450454592704773,0.7313851714134216,-0.5763784646987915,9.149557113647461,192.43756103515625,-43.07161331176758,15.150964736938477,193.247802734375,-37.40812683105469,12.268479347229004,199.5217742919922,-30.017578125,-5.6835198402404785,205.3989715576172,-30.68064308166504,-28.311161041259766,208.74229431152344,-25.14293098449707
26189,789413509889,357,1,-0.6343478560447693,-0.25007879734039307,-0.7314802408218384,6.131791591644287,182.6664581298828,-13.126887321472168,0.27664604783058167,0.8101266026496887,-0.5168769955635071,20.361045837402344,186.3536376953125,-41.493682861328125,14.124330520629883,193.548828125,-37.92416763305664,12.060342788696289,194.5225372314453,-29.761798858642578,-12.168575286865234,200.18556213378906,-31.307071685791016,-30.62925148010254,199.7587127685547,-24.958921432495117
26190,789413529627,357,1,-0.6300143003463745,-0.25332701206207275,-0.7341030836105347,6.749932765960693,180.3622589111328,-12.492076873779297,0.23615679144859314,0.8380334377288818,-0.4918636977672577,23.001386642456055,182.35662841796875,-40.741180419921875,12.703319549560547,193.09400939941406,-37.75712203979492,11.463852882385254,193.25013732910156,-31.700637817382812,-16.22926902770996,197.07266235351562,-32.16066360473633,-32.18043899536133,194.7937774658203,-25.140256881713867
26191,789413554264,357,1,-0.6187106370925903,-0.26166829466819763,-0.7407609820365906,7.583889007568359,179.1154327392578,-12.268952369689941,0.19033388793468475,0.8648839592933655,-0.46448761224746704,23.2795352935791,180.6064910888672,-39.97245788574219,11.383837699890137,192.78494262695312,-37.71310043334961,11.20322322845459,193.4942626953125,-32.53638458251953,-17.228044509887695,195.68385314941406,-32.48637771606445,-32.81495666503906,191.00022888183594,-25.117815017700195
26192,789413575362,357,1,-0.613854706287384,-0.26159030199050903,-0.744817316532135,8.000158309936523,178.47897338867188,-12.232808113098145,0.17370782792568207,0.8756150007247925,-0.450692743062973,22.911497116088867,179.95916748046875,-39.44673156738281,11.804242134094238,192.9044952392578,-37.40185546875,10.874347686767578,193.7642822265625,-33.3438606262207,-18.208362579345703,195.08209228515625,-32.7698974609375,-33.05961608886719,189.56890869140625,-25.20546531677246
26193,789413597197,357,1,-0.6097257137298584,-0.263430118560791,-0.7475554347038269,8.352038383483887,177.94505310058594,-12.236639976501465,0.16084051132202148,0.8824089169502258,-0.4421367049217224,22.41153335571289,179.47998046875,-39.14143371582031,12.2077054977417,192.74462890625,-37.21799087524414,10.679062843322754,193.81594848632812,-33.63078689575195,-17.999412536621094,194.88124084472656,-32.93722152709961,-33.171051025390625,188.3015594482422,-25.273862838745117
26194,789413623540,357,1,-0.6079393625259399,-0.263949990272522,-0.7488258481025696,8.540460586547852,177.61273193359375,-12.28167724609375,0.15424665808677673,0.8858948349952698,-0.43749094009399414,21.845951080322266,179.17958068847656,-39.00841522216797,12.46098804473877,192.66311645507812,-37.11150360107422,10.493598937988281,193.87692260742188,-33.88225555419922,-17.836008071899414,194.8691864013672,-33.06085968017578,-33.23094940185547,187.58924865722656,-25.350078582763672
26195,789413645403,357,1,-0.6063486933708191,-0.26501819491386414,-0.7497377395629883,8.750823020935059,177.175537109375,-12.324874877929688,0.14833964407444,0.888583779335022,-0.4340670108795166,21.833356857299805,178.73431396484375,-38.88459777832031,12.740204811096191,192.38148498535156,-37.03909683227539,10.476447105407715,193.64169311523438,-34.01449966430664,-17.652090072631836,194.52684020996094,-33.16915512084961,-33.24864959716797,186.8165740966797,-25.3957462310791
26196,789413665466,357,1,-0.60471111536026,-0.2664925456047058,-0.7505372762680054,8.88797664642334,176.7320556640625,-12.346037864685059,0.14293532073497772,0.8907462954521179,-0.4314400553703308,21.666732788085938,178.29290771484375,-38.831687927246094,12.918021202087402,192.0961151123047,-37.00846481323242,10.270588874816895,193.37283325195312,-34.12788009643555,-17.561689376831055,194.14447021484375,-33.22707748413086,-33.28525161743164,186.2117919921875,-25.378196716308594
26197,789413687984,357,1,-0.6038270592689514,-0.2673625349998474,-0.7509394884109497,8.995138168334961,176.34156799316406,-12.404522895812988,0.13982969522476196,0.891935408115387,-0.4299987554550171,21.509851455688477,177.90118408203125,-38.826114654541016,13.014330863952637,191.80780029296875,-37.00895690917969,10.233902931213379,193.09104919433594,-34.260169982910156,-17.488140106201172,193.81658935546875,-33.2999153137207,-33.23865509033203,185.7183380126953,-25.412263870239258
26198,789413710317,357,1,-0.603104293346405,-0.26822128891944885,-0.7512140274047852,9.122427940368652,175.98284912109375,-12.489768981933594,0.13640718162059784,0.8932163119316101,-0.4284363389015198,21.46907615661621,177.5928192138672,-38.868526458740234,13.086874961853027,191.536865234375,-37.02772903442383,10.244793891906738,192.7961883544922,-34.38573455810547,-17.419008255004883,193.47023010253906,-33.38604736328125,-33.170372009277344,185.30209350585938,-25.45815658569336
26199,789413729899,357,1,-0.6024912595748901,-0.2694719731807709,-0.751258373260498,9.255629539489746,175.69517517089844,-12.550470352172852,0.13312841951847076,0.8941609859466553,-0.42749613523483276,21.441343307495117,177.3953094482422,-38.90901565551758,13.172224044799805,191.31080627441406,-37.01217269897461,10.278220176696777,192.54977416992188,-34.518917083740234,-17.327659606933594,193.19680786132812,-33.43439483642578,-33.09445571899414,184.956787109375,-25.502643585205078
26200,789413751527,357,1,-0.6020703911781311,-0.27016526460647583,-0.7513467669487,9.400790214538574,175.50074768066406,-12.578068733215332,0.13118691742420197,0.8947545289993286,-0.4268539547920227,21.39278793334961,177.2149200439453,-38.93164825439453,13.295426368713379,191.15760803222656,-36.967491149902344,10.320812225341797,192.40097045898438,-34.62466812133789,-17.22925567626953,193.01763916015625,-33.444339752197266,-32.96097183227539,184.7369384765625,-25.522884368896484
26201,789413773548,357,1,-0.6017768979072571,-0.27064669132232666,-0.7514086365699768,9.524312973022461,175.36572265625,-12.621969223022461,0.13020873069763184,0.8949971199035645,-0.42664483189582825,21.39482307434082,177.0806427001953,-38.95654296875,13.41688060760498,191.04615783691406,-36.96216583251953,10.376805305480957,192.31814575195312,-34.74228286743164,-17.14924430847168,192.91183471679688,-33.47956085205078,-32.85646438598633,184.56796264648438,-25.56955337524414
26202,789413794924,357,1,-0.6018107533454895,-0.27099162340164185,-0.7512571811676025,9.559063911437988,175.30198669433594,-12.669272422790527,0.12929102778434753,0.8952051401138306,-0.426487535238266,21.293182373046875,176.92919921875,-38.98991775512695,13.489036560058594,191.01034545898438,-36.931434631347656,10.359747886657715,192.3419952392578,-34.83495330810547,-17.13524627685547,192.89683532714844,-33.488643646240234,-32.83514404296875,184.49960327148438,-25.615535736083984
26203,789413818264,357,1,-0.60181725025177,-0.27148741483688354,-0.7510729432106018,9.582466125488281,175.2258758544922,-12.735894203186035,0.12781305611133575,0.895584225654602,-0.42613694071769714,21.187259674072266,176.83018493652344,-39.04035186767578,13.56933307647705,190.974853515625,-36.914466857910156,10.343810081481934,192.3374786376953,-34.92348861694336,-17.11202049255371,192.86448669433594,-33.54396057128906,-32.83884811401367,184.41603088378906,-25.683937072753906
