Frame_ID,Timestamp,Mano_ID,DX_SX,Hand_direction_X,Hand_direction_Y,Hand_direction_Z,Palm_position_X,Palm_position_Y,Palm_position_Z,Palm_normal_X,Palm_normal_Y,Palm_normal_Z,Tip_positon_Thumb X,Tip_positon_Thumb_Y,Tip_positon_Thumb_Z,Tip_positon_Index_X,Tip_positon_Index_Y,Tip_positon_Index_Z,Tip_positon_Middle_X,Tip_positon_Middle_Y,Tip_positon_Middle_Z,Tip_positon_Ring_X,Tip_positon_Ring_Y,Tip_positon_Ring_Z,Tip_positon_Pinky_X,Tip_positon_Pinky_Y,Tip_positon_Pinky_Z
28740,789601857352,399,1,-0.17609865963459015,-0.2639618217945099,-0.9483213424682617,-13.230781555175781,253.08290100097656,18.39695930480957,0.10984230786561966,-0.9626292586326599,0.2475471943616867,4.994780540466309,212.88893127441406,17.935327529907227,-58.16553497314453,235.64303588867188,-51.375816345214844,-9.257122993469238,238.9908905029297,-62.4085693359375,3.3211801052093506,227.90025329589844,-47.90109634399414,3.4780306816101074,237.48001098632812,-20.899385452270508
28741,789601873019,399,1,-0.17287848889827728,-0.262297123670578,-0.9493752121925354,-13.737641334533691,253.57923889160156,17.577611923217773,0.11679160594940186,-0.9625470638275146,0.2446688860654831,4.404003620147705,213.4346923828125,17.094764709472656,-59.0110969543457,235.8795928955078,-52.171810150146484,-9.624550819396973,239.54580688476562,-62.59013748168945,3.2018702030181885,228.14381408691406,-48.1571044921875,2.8899853229522705,237.60806274414062,-20.894235610961914
28742,789601887389,399,1,-0.17169982194900513,-0.2627362012863159,-0.949467658996582,-13.955078125,253.75909423828125,17.072511672973633,0.11804603785276413,-0.9623234272003174,0.2449464350938797,4.569096565246582,213.61172485351562,16.70722770690918,-59.507713317871094,235.84613037109375,-52.7840690612793,-9.652507781982422,239.63485717773438,-62.91976547241211,3.0385935306549072,228.30165100097656,-48.620826721191406,2.7861874103546143,237.21533203125,-21.85825538635254
28743,789601902955,399,1,-0.17088346183300018,-0.26395362615585327,-0.9492772817611694,-14.089278221130371,253.88719177246094,16.875083923339844,0.12254710495471954,-0.9616611003875732,0.24533681571483612,4.55240535736084,213.8975067138672,16.51968765258789,-59.714115142822266,235.78549194335938,-53.11155700683594,-9.744782447814941,239.77232360839844,-63.12424087524414,2.8707990646362305,228.43641662597656,-48.84489440917969,2.798570394515991,237.2786865234375,-22.745088577270508
28744,789601924265,399,1,-0.17061445116996765,-0.2644996643066406,-0.9491736888885498,-14.179798126220703,253.98431396484375,16.814189910888672,0.12473423779010773,-0.9613457322120667,0.24547052383422852,4.600647926330566,214.1166534423828,16.467933654785156,-59.824222564697266,235.78565979003906,-53.272159576416016,-9.810173034667969,239.9215545654297,-63.273170471191406,2.753535270690918,228.54934692382812,-49.029380798339844,2.831315517425537,237.37710571289062,-23.691909790039062
28745,789601943256,399,1,-0.170567125082016,-0.2647816836833954,-0.9491035342216492,-14.219325065612793,254.0325164794922,16.81727409362793,0.12557139992713928,-0.9612059593200684,0.24559107422828674,4.605518817901611,214.25852966308594,16.44703483581543,-59.888675689697266,235.79803466796875,-53.35497283935547,-9.839685440063477,240.0991668701172,-63.34907531738281,2.690523862838745,228.64659118652344,-49.1791877746582,2.888806104660034,237.48033142089844,-24.50563621520996
28746,789601964224,399,1,-0.17061106860637665,-0.2649398446083069,-0.9490514993667603,-14.195241928100586,254.05398559570312,16.84003257751465,0.12590454518795013,-0.9611395001411438,0.24568049609661102,4.668195724487305,214.32009887695312,16.46179962158203,-59.87606430053711,235.76571655273438,-53.36814498901367,-9.817472457885742,240.11643981933594,-63.33702087402344,2.6867873668670654,228.71212768554688,-49.27492904663086,3.005582809448242,237.57772827148438,-25.02470588684082
28747,789601988710,399,1,-0.17074346542358398,-0.2652021050453186,-0.9489544034004211,-14.151372909545898,254.03851318359375,16.85877799987793,0.1257839798927307,-0.9610838294029236,0.2459598332643509,4.780342102050781,214.34494018554688,16.471471786499023,-59.841190338134766,235.7013702392578,-53.375404357910156,-9.772597312927246,240.10841369628906,-63.3228874206543,2.726637840270996,228.760009765625,-49.374061584472656,3.1672661304473877,237.6046142578125,-25.585214614868164
28748,789602012951,399,1,-0.17090469598770142,-0.2654287815093994,-0.9488620162010193,-14.105914115905762,254.00523376464844,16.902984619140625,0.12573710083961487,-0.9610320925712585,0.24618597328662872,4.8738484382629395,214.34539794921875,16.499032974243164,-59.796607971191406,235.6366729736328,-53.348323822021484,-9.736832618713379,240.074462890625,-63.28333282470703,2.7607157230377197,228.76686096191406,-49.41360092163086,3.30983567237854,237.6483612060547,-26.017953872680664
28749,789602036894,399,1,-0.17107295989990234,-0.26554203033447266,-0.9488000273704529,-14.072471618652344,253.96121215820312,16.937023162841797,0.12574809789657593,-0.9610052704811096,0.24628496170043945,4.939787864685059,214.33230590820312,16.518312454223633,-59.768428802490234,235.57846069335938,-53.32632827758789,-9.721543312072754,240.03504943847656,-63.24702453613281,2.7832536697387695,228.75428771972656,-49.45037841796875,3.4133336544036865,237.71754455566406,-26.36126136779785
